date,item,sales,store
2013-01-02,PREPARED FOODS,5338.111976,1
2013-01-02,PRODUCE,0.0,1
2013-01-02,SCHOOL AND OFFICE SUPPLIES,0.0,1
2013-01-02,SEAFOOD,1526.750002,1
2013-01-03,AUTOMOTIVE,161.0,1
2013-01-03,BABY CARE,0.0,1
2013-01-03,BEAUTY,125.0,1
2013-01-03,BEVERAGES,52105.0,1
2013-01-03,BOOKS,0.0,1
2013-01-03,BREAD/BAKERY,18456.48002,1
2013-01-03,CELEBRATION,0.0,1
2013-01-03,CLEANING,55893.0,1
2013-01-03,DAIRY,18001.0,1
2013-01-03,DELI,11172.455,1
2013-01-03,EGGS,7358.0,1
2013-01-03,FROZEN FOODS,4760.805009,1
2013-01-03,GROCERY I,144878.0,1
2013-01-03,GROCERY II,1048.0,1
2013-01-03,HARDWARE,37.0,1
2013-01-03,HOME AND KITCHEN I,0.0,1
2013-01-03,HOME AND KITCHEN II,0.0,1
2013-01-03,HOME APPLIANCES,15.0,1
2013-01-03,HOME CARE,0.0,1
2013-01-03,LADIESWEAR,0.0,1
2013-01-03,LAWN AND GARDEN,83.0,1
2013-01-03,LINGERIE,366.0,1
2013-01-03,"LIQUOR,WINE,BEER",2476.0,1
2013-01-03,MAGAZINES,0.0,1
2013-01-03,MEATS,16597.398113,1
2013-01-03,PERSONAL CARE,12568.0,1
2013-01-03,PET SUPPLIES,0.0,1
2013-01-03,PLAYERS AND ELECTRONICS,0.0,1
2013-01-03,POULTRY,10674.393983,1
2013-01-03,PREPARED FOODS,3591.388005,1
2013-01-03,PRODUCE,0.0,1
2013-01-03,SCHOOL AND OFFICE SUPPLIES,0.0,1
2013-01-03,SEAFOOD,1094.310994,1
2013-01-04,AUTOMOTIVE,169.0,1
2013-01-04,BABY CARE,0.0,1
2013-01-04,BEAUTY,133.0,1
2013-01-04,BEVERAGES,54167.0,1
2013-01-04,BOOKS,0.0,1
2013-01-04,BREAD/BAKERY,16721.96901,1
2013-01-04,CELEBRATION,0.0,1
2013-01-04,CLEANING,52064.0,1
2013-01-04,DAIRY,18148.0,1
2013-01-04,DELI,10143.209,1
2013-01-04,EGGS,6760.0,1
2013-01-04,FROZEN FOODS,4525.9340042,1
2013-01-04,GROCERY I,135754.0,1
2013-01-04,GROCERY II,1031.0,1
2013-01-04,HARDWARE,57.0,1
2013-01-04,HOME AND KITCHEN I,0.0,1
2013-01-04,HOME AND KITCHEN II,0.0,1
2013-01-04,HOME APPLIANCES,13.0,1
2013-01-04,HOME CARE,0.0,1
2013-01-04,LADIESWEAR,0.0,1
2013-01-04,LAWN AND GARDEN,127.0,1
2013-01-04,LINGERIE,382.0,1
2013-01-04,"LIQUOR,WINE,BEER",4796.0,1
2013-01-04,MAGAZINES,0.0,1
2013-01-04,MEATS,21625.963055,1
2013-01-04,PERSONAL CARE,11303.0,1
2013-01-04,PET SUPPLIES,0.0,1
2013-01-04,PLAYERS AND ELECTRONICS,0.0,1
2013-01-04,POULTRY,10772.515038,1
2013-01-04,PREPARED FOODS,4472.96599,1
2013-01-04,PRODUCE,0.0,1
2013-01-04,SCHOOL AND OFFICE SUPPLIES,0.0,1
2013-01-04,SEAFOOD,1293.1209955,1
2013-01-05,AUTOMOTIVE,342.0,1
2013-01-05,BABY CARE,0.0,1
2013-01-05,BEAUTY,191.0,1
2013-01-05,BEVERAGES,77818.0,1
2013-01-05,BOOKS,0.0,1
2013-01-05,BREAD/BAKERY,22367.76108,1
2013-01-05,CELEBRATION,0.0,1
2013-01-05,CLEANING,70128.0,1
2013-01-05,DAIRY,23082.0,1
2013-01-05,DELI,13734.94501,1
2013-01-05,EGGS,8576.0,1
2013-01-05,FROZEN FOODS,5781.60501,1
2013-01-05,GROCERY I,188356.0,1
2013-01-05,GROCERY II,1273.0,1
2013-01-05,HARDWARE,87.0,1
2013-01-05,HOME AND KITCHEN I,0.0,1
2013-01-05,HOME AND KITCHEN II,0.0,1
2013-01-05,HOME APPLIANCES,11.0,1
2013-01-05,HOME CARE,0.0,1
2013-01-05,LADIESWEAR,0.0,1
2013-01-05,LAWN AND GARDEN,180.0,1
2013-01-05,LINGERIE,458.0,1
2013-01-05,"LIQUOR,WINE,BEER",6715.0,1
2013-01-05,MAGAZINES,0.0,1
2013-01-05,MEATS,20879.09105,1
2013-01-05,PERSONAL CARE,16819.0,1
2013-01-05,PET SUPPLIES,0.0,1
2013-01-05,PLAYERS AND ELECTRONICS,0.0,1
2013-01-05,POULTRY,13475.009055,1
2013-01-05,PREPARED FOODS,5830.07302,1
2013-01-05,PRODUCE,0.0,1
2013-01-05,SCHOOL AND OFFICE SUPPLIES,0.0,1
2013-01-05,SEAFOOD,1245.637004,1
2013-01-06,AUTOMOTIVE,360.0,1
2013-01-06,BABY CARE,0.0,1
2013-01-06,BEAUTY,265.0,1
2013-01-06,BEVERAGES,86184.0,1
2013-01-06,BOOKS,0.0,1
2013-01-06,BREAD/BAKERY,26861.665,1
2013-01-06,CELEBRATION,0.0,1
2013-01-06,CLEANING,74295.0,1
2013-01-06,DAIRY,23660.0,1
2013-01-06,DELI,16229.26,1
2013-01-06,EGGS,10933.0,1
2013-01-06,FROZEN FOODS,6114.88201,1
2013-01-06,GROCERY I,207297.0,1
2013-01-06,GROCERY II,1306.0,1
2013-01-06,HARDWARE,87.0,1
2013-01-06,HOME AND KITCHEN I,0.0,1
2013-01-06,HOME AND KITCHEN II,0.0,1
2013-01-06,HOME APPLIANCES,17.0,1
2013-01-06,HOME CARE,0.0,1
2013-01-06,LADIESWEAR,0.0,1
2013-01-06,LAWN AND GARDEN,161.0,1
2013-01-06,LINGERIE,781.0,1
2013-01-06,"LIQUOR,WINE,BEER",0.0,1
2013-01-06,MAGAZINES,0.0,1
2013-01-06,MEATS,21880.005115,1
2013-01-06,PERSONAL CARE,19665.0,1
2013-01-06,PET SUPPLIES,0.0,1
2013-01-06,PLAYERS AND ELECTRONICS,0.0,1
2013-01-06,POULTRY,15921.096981,1
2013-01-06,PREPARED FOODS,6233.71499,1
2013-01-06,PRODUCE,0.0,1
2013-01-06,SCHOOL AND OFFICE SUPPLIES,0.0,1
2013-01-06,SEAFOOD,1443.776992,1
2013-01-07,AUTOMOTIVE,189.0,1
2013-01-07,BABY CARE,0.0,1
2013-01-07,BEAUTY,124.0,1
2013-01-07,BEVERAGES,51619.0,1
2013-01-07,BOOKS,0.0,1
2013-01-07,BREAD/BAKERY,17646.151,1
2013-01-07,CELEBRATION,0.0,1
2013-01-07,CLEANING,50036.0,1
2013-01-07,DAIRY,15839.0,1
2013-01-07,DELI,9647.739,1
2013-01-07,EGGS,6486.0,1
2013-01-07,FROZEN FOODS,3823.622,1
2013-01-07,GROCERY I,133189.0,1
2013-01-07,GROCERY II,846.0,1
2013-01-07,HARDWARE,55.0,1
2013-01-07,HOME AND KITCHEN I,0.0,1
2013-01-07,HOME AND KITCHEN II,0.0,1
2013-01-07,HOME APPLIANCES,12.0,1
2013-01-07,HOME CARE,0.0,1
2013-01-07,LADIESWEAR,0.0,1
2013-01-07,LAWN AND GARDEN,73.0,1
2013-01-07,LINGERIE,480.0,1
2013-01-07,"LIQUOR,WINE,BEER",1865.0,1
2013-01-07,MAGAZINES,0.0,1
2013-01-07,MEATS,18314.175078,1
2013-01-07,PERSONAL CARE,11205.0,1
2013-01-07,PET SUPPLIES,0.0,1
2013-01-07,PLAYERS AND ELECTRONICS,0.0,1
2013-01-07,POULTRY,10086.555999,1
2013-01-07,PREPARED FOODS,3638.76199,1
2013-01-07,PRODUCE,0.0,1
2013-01-07,SCHOOL AND OFFICE SUPPLIES,0.0,1
2013-01-07,SEAFOOD,947.795999,1
2013-01-08,AUTOMOTIVE,229.0,1
2013-01-08,BABY CARE,0.0,1
2013-01-08,BEAUTY,116.0,1
2013-01-08,BEVERAGES,46941.0,1
2013-01-08,BOOKS,0.0,1
2013-01-08,BREAD/BAKERY,15805.76402,1
2013-01-08,CELEBRATION,0.0,1
2013-01-08,CLEANING,45075.0,1
2013-01-08,DAIRY,14532.0,1
2013-01-08,DELI,8269.916,1
2013-01-08,EGGS,5575.0,1
2013-01-08,FROZEN FOODS,3484.745996,1
2013-01-08,GROCERY I,133290.0,1
2013-01-08,GROCERY II,746.0,1
2013-01-08,HARDWARE,57.0,1
2013-01-08,HOME AND KITCHEN I,0.0,1
2013-01-08,HOME AND KITCHEN II,0.0,1
2013-01-08,HOME APPLIANCES,9.0,1
2013-01-08,HOME CARE,0.0,1
2013-01-08,LADIESWEAR,0.0,1
2013-01-08,LAWN AND GARDEN,96.0,1
2013-01-08,LINGERIE,484.0,1
2013-01-08,"LIQUOR,WINE,BEER",2009.0,1
2013-01-08,MAGAZINES,0.0,1
2013-01-08,MEATS,16200.319985,1
2013-01-08,PERSONAL CARE,12109.0,1
2013-01-08,PET SUPPLIES,0.0,1
2013-01-08,PLAYERS AND ELECTRONICS,0.0,1
2013-01-08,POULTRY,8724.139959,1
2013-01-08,PREPARED FOODS,3555.97002,1
2013-01-08,PRODUCE,0.0,1
2013-01-08,SCHOOL AND OFFICE SUPPLIES,0.0,1
2013-01-08,SEAFOOD,1038.922001,1
2013-01-09,AUTOMOTIVE,164.0,1
2013-01-09,BABY CARE,0.0,1
2013-01-09,BEAUTY,104.0,1
2013-01-09,BEVERAGES,47910.0,1
2013-01-09,BOOKS,0.0,1
2013-01-09,BREAD/BAKERY,16002.83002,1
2013-01-09,CELEBRATION,0.0,1
2013-01-09,CLEANING,42958.0,1
2013-01-09,DAIRY,16250.0,1
2013-01-09,DELI,7817.085,1
2013-01-09,EGGS,5839.0,1
2013-01-09,FROZEN FOODS,3689.604025,1
2013-01-09,GROCERY I,115871.0,1
2013-01-09,GROCERY II,844.0,1
2013-01-09,HARDWARE,38.0,1
2013-01-09,HOME AND KITCHEN I,0.0,1
2013-01-09,HOME AND KITCHEN II,0.0,1
2013-01-09,HOME APPLIANCES,11.0,1
2013-01-09,HOME CARE,0.0,1
2013-01-09,LADIESWEAR,0.0,1
2013-01-09,LAWN AND GARDEN,129.0,1
2013-01-09,LINGERIE,547.0,1
2013-01-09,"LIQUOR,WINE,BEER",2256.0,1
2013-01-09,MAGAZINES,0.0,1
2013-01-09,MEATS,19139.782952,1
2013-01-09,PERSONAL CARE,9489.0,1
2013-01-09,PET SUPPLIES,0.0,1
2013-01-09,PLAYERS AND ELECTRONICS,0.0,1
2013-01-09,POULTRY,8488.299022,1
2013-01-09,PREPARED FOODS,3994.900002,1
2013-01-09,PRODUCE,0.0,1
2013-01-09,SCHOOL AND OFFICE SUPPLIES,0.0,1
2013-01-09,SEAFOOD,988.307997,1
2013-01-10,AUTOMOTIVE,164.0,1
2013-01-10,BABY CARE,0.0,1
2013-01-10,BEAUTY,96.0,1
2013-01-10,BEVERAGES,42390.0,1
2013-01-10,BOOKS,0.0,1
2013-01-10,BREAD/BAKERY,14134.59703,1
2013-01-10,CELEBRATION,0.0,1
2013-01-10,CLEANING,38621.0,1
2013-01-10,DAIRY,13557.0,1
2013-01-10,DELI,7350.518,1
2013-01-10,EGGS,4652.0,1
2013-01-10,FROZEN FOODS,2878.641998,1
2013-01-10,GROCERY I,96200.0,1
2013-01-10,GROCERY II,706.0,1
2013-01-10,HARDWARE,58.0,1
2013-01-10,HOME AND KITCHEN I,0.0,1
2013-01-10,HOME AND KITCHEN II,0.0,1
2013-01-10,HOME APPLIANCES,6.0,1
2013-01-10,HOME CARE,0.0,1
2013-01-10,LADIESWEAR,0.0,1
2013-01-10,LAWN AND GARDEN,100.0,1
2013-01-10,LINGERIE,466.0,1
2013-01-10,"LIQUOR,WINE,BEER",2881.0,1
2013-01-10,MAGAZINES,0.0,1
2013-01-10,MEATS,15144.950044,1
2013-01-10,PERSONAL CARE,7584.0,1
2013-01-10,PET SUPPLIES,0.0,1
2013-01-10,PLAYERS AND ELECTRONICS,0.0,1
2013-01-10,POULTRY,7398.100995,1
2013-01-10,PREPARED FOODS,3674.29698,1
2013-01-10,PRODUCE,0.0,1
2013-01-10,SCHOOL AND OFFICE SUPPLIES,0.0,1
2013-01-10,SEAFOOD,919.898002,1
2013-01-11,AUTOMOTIVE,162.0,1
2013-01-11,BABY CARE,0.0,1
2013-01-11,BEAUTY,95.0,1
2013-01-11,BEVERAGES,50793.0,1
2013-01-11,BOOKS,0.0,1
2013-01-11,BREAD/BAKERY,14579.76001,1
2013-01-11,CELEBRATION,0.0,1
2013-01-11,CLEANING,38550.0,1
2013-01-11,DAIRY,15639.0,1
2013-01-11,DELI,8098.952,1
2013-01-11,EGGS,5383.0,1
2013-01-11,FROZEN FOODS,3661.803003,1
2013-01-11,GROCERY I,103280.0,1
2013-01-11,GROCERY II,774.0,1
2013-01-11,HARDWARE,48.0,1
2013-01-11,HOME AND KITCHEN I,0.0,1
2013-01-11,HOME AND KITCHEN II,0.0,1
2013-01-11,HOME APPLIANCES,12.0,1
2013-01-11,HOME CARE,0.0,1
2013-01-11,LADIESWEAR,0.0,1
2013-01-11,LAWN AND GARDEN,166.0,1
2013-01-11,LINGERIE,462.0,1
2013-01-11,"LIQUOR,WINE,BEER",5044.0,1
2013-01-11,MAGAZINES,0.0,1
2013-01-11,MEATS,20400.72507,1
2013-01-11,PERSONAL CARE,7729.0,1
2013-01-11,PET SUPPLIES,0.0,1
2013-01-11,PLAYERS AND ELECTRONICS,0.0,1
2013-01-11,POULTRY,9349.832018,1
2013-01-11,PREPARED FOODS,4216.016982,1
2013-01-11,PRODUCE,0.0,1
2013-01-11,SCHOOL AND OFFICE SUPPLIES,0.0,1
2013-01-11,SEAFOOD,1293.5960015,1
2013-01-12,AUTOMOTIVE,280.0,1
2013-01-12,BABY CARE,0.0,1
2013-01-12,BEAUTY,165.0,1
2013-01-12,BEVERAGES,72754.0,1
2013-01-12,BOOKS,0.0,1
2013-01-12,BREAD/BAKERY,20311.584,1
2013-01-12,CELEBRATION,0.0,1
2013-01-12,CLEANING,56040.0,1
2013-01-12,DAIRY,20530.0,1
2013-01-12,DELI,11571.687,1
2013-01-12,EGGS,7360.0,1
2013-01-12,FROZEN FOODS,4587.602998,1
2013-01-12,GROCERY I,151025.0,1
2013-01-12,GROCERY II,1064.0,1
2013-01-12,HARDWARE,65.0,1
2013-01-12,HOME AND KITCHEN I,0.0,1
2013-01-12,HOME AND KITCHEN II,0.0,1
2013-01-12,HOME APPLIANCES,12.0,1
2013-01-12,HOME CARE,0.0,1
2013-01-12,LADIESWEAR,0.0,1
2013-01-12,LAWN AND GARDEN,223.0,1
2013-01-12,LINGERIE,660.0,1
2013-01-12,"LIQUOR,WINE,BEER",7246.0,1
2013-01-12,MAGAZINES,0.0,1
2013-01-12,MEATS,19029.047018,1
2013-01-12,PERSONAL CARE,11617.0,1
2013-01-12,PET SUPPLIES,0.0,1
2013-01-12,PLAYERS AND ELECTRONICS,0.0,1
2013-01-12,POULTRY,11391.5189905,1
2013-01-12,PREPARED FOODS,5973.948004,1
2013-01-12,PRODUCE,0.0,1
2013-01-12,SCHOOL AND OFFICE SUPPLIES,0.0,1
2013-01-12,SEAFOOD,1351.824,1
2013-01-13,AUTOMOTIVE,326.0,1
2013-01-13,BABY CARE,0.0,1
2013-01-13,BEAUTY,228.0,1
2013-01-13,BEVERAGES,82854.0,1
2013-01-13,BOOKS,0.0,1
2013-01-13,BREAD/BAKERY,25426.017,1
2013-01-13,CELEBRATION,0.0,1
2013-01-13,CLEANING,61070.0,1
2013-01-13,DAIRY,21849.0,1
2013-01-13,DELI,14710.75803,1
2013-01-13,EGGS,9927.0,1
2013-01-13,FROZEN FOODS,5212.57901,1
2013-01-13,GROCERY I,183099.0,1
2013-01-13,GROCERY II,1083.0,1
2013-01-13,HARDWARE,63.0,1
2013-01-13,HOME AND KITCHEN I,0.0,1
2013-01-13,HOME AND KITCHEN II,0.0,1
2013-01-13,HOME APPLIANCES,14.0,1
2013-01-13,HOME CARE,0.0,1
2013-01-13,LADIESWEAR,0.0,1
2013-01-13,LAWN AND GARDEN,196.0,1
2013-01-13,LINGERIE,914.0,1
2013-01-13,"LIQUOR,WINE,BEER",0.0,1
2013-01-13,MAGAZINES,0.0,1
2013-01-13,MEATS,20346.38496,1
2013-01-13,PERSONAL CARE,14566.0,1
2013-01-13,PET SUPPLIES,0.0,1
2013-01-13,PLAYERS AND ELECTRONICS,0.0,1
2013-01-13,POULTRY,14662.882989,1
2013-01-13,PREPARED FOODS,6458.00001,1
2013-01-13,PRODUCE,0.0,1
2013-01-13,SCHOOL AND OFFICE SUPPLIES,0.0,1
2013-01-13,SEAFOOD,1632.925999,1
2013-01-14,AUTOMOTIVE,162.0,1
2013-01-14,BABY CARE,0.0,1
2013-01-14,BEAUTY,89.0,1
2013-01-14,BEVERAGES,50195.0,1
2013-01-14,BOOKS,0.0,1
2013-01-14,BREAD/BAKERY,17028.452,1
2013-01-14,CELEBRATION,0.0,1
2013-01-14,CLEANING,41137.0,1
2013-01-14,DAIRY,14780.0,1
2013-01-14,DELI,8669.634,1
2013-01-14,EGGS,5948.0,1
2013-01-14,FROZEN FOODS,3309.226,1
2013-01-14,GROCERY I,112128.0,1
2013-01-14,GROCERY II,718.0,1
2013-01-14,HARDWARE,31.0,1
2013-01-14,HOME AND KITCHEN I,0.0,1
2013-01-14,HOME AND KITCHEN II,0.0,1
2013-01-14,HOME APPLIANCES,4.0,1
2013-01-14,HOME CARE,0.0,1
2013-01-14,LADIESWEAR,0.0,1
2013-01-14,LAWN AND GARDEN,71.0,1
2013-01-14,LINGERIE,701.0,1
2013-01-14,"LIQUOR,WINE,BEER",1869.0,1
2013-01-14,MAGAZINES,0.0,1
2013-01-14,MEATS,15157.171045,1
2013-01-14,PERSONAL CARE,8259.0,1
2013-01-14,PET SUPPLIES,0.0,1
2013-01-14,PLAYERS AND ELECTRONICS,0.0,1
2013-01-14,POULTRY,8381.717039,1
2013-01-14,PREPARED FOODS,3713.271995,1
2013-01-14,PRODUCE,0.0,1
2013-01-14,SCHOOL AND OFFICE SUPPLIES,0.0,1
2013-01-14,SEAFOOD,996.889999,1
2013-01-15,AUTOMOTIVE,165.0,1
2013-01-15,BABY CARE,0.0,1
2013-01-15,BEAUTY,110.0,1
2013-01-15,BEVERAGES,46604.0,1
2013-01-15,BOOKS,0.0,1
2013-01-15,BREAD/BAKERY,16764.118,1
2013-01-15,CELEBRATION,0.0,1
2013-01-15,CLEANING,41274.0,1
2013-01-15,DAIRY,14908.0,1
2013-01-15,DELI,8709.62299,1
2013-01-15,EGGS,5680.0,1
2013-01-15,FROZEN FOODS,3185.779996,1
2013-01-15,GROCERY I,114578.0,1
2013-01-15,GROCERY II,755.0,1
2013-01-15,HARDWARE,51.0,1
2013-01-15,HOME AND KITCHEN I,0.0,1
2013-01-15,HOME AND KITCHEN II,0.0,1
2013-01-15,HOME APPLIANCES,6.0,1
2013-01-15,HOME CARE,0.0,1
2013-01-15,LADIESWEAR,0.0,1
2013-01-15,LAWN AND GARDEN,106.0,1
2013-01-15,LINGERIE,612.0,1
2013-01-15,"LIQUOR,WINE,BEER",1855.0,1
2013-01-15,MAGAZINES,0.0,1
2013-01-15,MEATS,21466.086959,1
2013-01-15,PERSONAL CARE,8790.0,1
2013-01-15,PET SUPPLIES,0.0,1
2013-01-15,PLAYERS AND ELECTRONICS,0.0,1
2013-01-15,POULTRY,8715.745979,1
2013-01-15,PREPARED FOODS,3801.54603,1
2013-01-15,PRODUCE,0.0,1
2013-01-15,SCHOOL AND OFFICE SUPPLIES,0.0,1
2013-01-15,SEAFOOD,992.65,1
2013-01-16,AUTOMOTIVE,171.0,1
2013-01-16,BABY CARE,0.0,1
2013-01-16,BEAUTY,139.0,1
2013-01-16,BEVERAGES,49122.0,1
2013-01-16,BOOKS,0.0,1
2013-01-16,BREAD/BAKERY,17517.78298,1
2013-01-16,CELEBRATION,0.0,1
2013-01-16,CLEANING,45278.0,1
2013-01-16,DAIRY,17875.0,1
2013-01-16,DELI,8708.053004,1
2013-01-16,EGGS,6460.0,1
2013-01-16,FROZEN FOODS,3725.715997,1
2013-01-16,GROCERY I,124276.0,1
2013-01-16,GROCERY II,704.0,1
2013-01-16,HARDWARE,60.0,1
2013-01-16,HOME AND KITCHEN I,0.0,1
2013-01-16,HOME AND KITCHEN II,0.0,1
2013-01-16,HOME APPLIANCES,3.0,1
2013-01-16,HOME CARE,0.0,1
2013-01-16,LADIESWEAR,0.0,1
2013-01-16,LAWN AND GARDEN,170.0,1
2013-01-16,LINGERIE,607.0,1
2013-01-16,"LIQUOR,WINE,BEER",2484.0,1
2013-01-16,MAGAZINES,0.0,1
2013-01-16,MEATS,16758.84696,1
2013-01-16,PERSONAL CARE,9366.0,1
2013-01-16,PET SUPPLIES,0.0,1
2013-01-16,PLAYERS AND ELECTRONICS,0.0,1
2013-01-16,POULTRY,9081.146008,1
2013-01-16,PREPARED FOODS,4629.745995,1
2013-01-16,PRODUCE,0.0,1
2013-01-16,SCHOOL AND OFFICE SUPPLIES,0.0,1
2013-01-16,SEAFOOD,1211.623002,1
2013-01-17,AUTOMOTIVE,192.0,1
2013-01-17,BABY CARE,0.0,1
2013-01-17,BEAUTY,116.0,1
2013-01-17,BEVERAGES,41646.0,1
2013-01-17,BOOKS,0.0,1
2013-01-17,BREAD/BAKERY,15154.472,1
2013-01-17,CELEBRATION,0.0,1
2013-01-17,CLEANING,37144.0,1
2013-01-17,DAIRY,14384.0,1
2013-01-17,DELI,7954.462004,1
2013-01-17,EGGS,4895.0,1
2013-01-17,FROZEN FOODS,3006.747999,1
2013-01-17,GROCERY I,103443.0,1
2013-01-17,GROCERY II,783.0,1
2013-01-17,HARDWARE,51.0,1
2013-01-17,HOME AND KITCHEN I,0.0,1
2013-01-17,HOME AND KITCHEN II,0.0,1
2013-01-17,HOME APPLIANCES,3.0,1
2013-01-17,HOME CARE,0.0,1
2013-01-17,LADIESWEAR,0.0,1
2013-01-17,LAWN AND GARDEN,97.0,1
2013-01-17,LINGERIE,552.0,1
2013-01-17,"LIQUOR,WINE,BEER",2603.0,1
2013-01-17,MAGAZINES,0.0,1
2013-01-17,MEATS,15596.239996,1
2013-01-17,PERSONAL CARE,7503.0,1
2013-01-17,PET SUPPLIES,0.0,1
2013-01-17,PLAYERS AND ELECTRONICS,0.0,1
2013-01-17,POULTRY,7620.589976,1
2013-01-17,PREPARED FOODS,3824.448,1
2013-01-17,PRODUCE,0.0,1
2013-01-17,SCHOOL AND OFFICE SUPPLIES,0.0,1
2013-01-17,SEAFOOD,929.5560005,1
2013-01-18,AUTOMOTIVE,170.0,1
2013-01-18,BABY CARE,0.0,1
2013-01-18,BEAUTY,89.0,1
2013-01-18,BEVERAGES,50245.0,1
2013-01-18,BOOKS,0.0,1
2013-01-18,BREAD/BAKERY,15811.88602,1
2013-01-18,CELEBRATION,0.0,1
2013-01-18,CLEANING,40049.0,1
2013-01-18,DAIRY,16354.0,1
2013-01-18,DELI,8433.41,1
2013-01-18,EGGS,5658.0,1
2013-01-18,FROZEN FOODS,3418.120991,1
2013-01-18,GROCERY I,106982.0,1
2013-01-18,GROCERY II,765.0,1
2013-01-18,HARDWARE,47.0,1
2013-01-18,HOME AND KITCHEN I,0.0,1
2013-01-18,HOME AND KITCHEN II,0.0,1
2013-01-18,HOME APPLIANCES,3.0,1
2013-01-18,HOME CARE,0.0,1
2013-01-18,LADIESWEAR,0.0,1
2013-01-18,LAWN AND GARDEN,145.0,1
2013-01-18,LINGERIE,686.0,1
2013-01-18,"LIQUOR,WINE,BEER",4872.0,1
2013-01-18,MAGAZINES,0.0,1
2013-01-18,MEATS,20140.309014,1
2013-01-18,PERSONAL CARE,7462.0,1
2013-01-18,PET SUPPLIES,0.0,1
2013-01-18,PLAYERS AND ELECTRONICS,0.0,1
2013-01-18,POULTRY,9281.115986,1
2013-01-18,PREPARED FOODS,4261.301016,1
2013-01-18,PRODUCE,0.0,1
2013-01-18,SCHOOL AND OFFICE SUPPLIES,0.0,1
2013-01-18,SEAFOOD,1257.707001,1
2013-01-19,AUTOMOTIVE,281.0,1
2013-01-19,BABY CARE,0.0,1
2013-01-19,BEAUTY,166.0,1
2013-01-19,BEVERAGES,77014.0,1
2013-01-19,BOOKS,0.0,1
2013-01-19,BREAD/BAKERY,21668.79403,1
2013-01-19,CELEBRATION,0.0,1
2013-01-19,CLEANING,57508.0,1
2013-01-19,DAIRY,21939.0,1
2013-01-19,DELI,12823.79101,1
2013-01-19,EGGS,8388.0,1
2013-01-19,FROZEN FOODS,4806.186009,1
2013-01-19,GROCERY I,165079.0,1
2013-01-19,GROCERY II,1161.0,1
2013-01-19,HARDWARE,65.0,1
2013-01-19,HOME AND KITCHEN I,0.0,1
2013-01-19,HOME AND KITCHEN II,0.0,1
2013-01-19,HOME APPLIANCES,4.0,1
2013-01-19,HOME CARE,0.0,1
2013-01-19,LADIESWEAR,0.0,1
2013-01-19,LAWN AND GARDEN,217.0,1
2013-01-19,LINGERIE,974.0,1
2013-01-19,"LIQUOR,WINE,BEER",7638.0,1
